,level_0,index,route_id,status,timestamp,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,scenario,route_length,ego_vehicle,carla_version,completion_score,driving_score,infraction_penalty,npc_vehicles,pedestrians,simulation_time,system_time,infraction_name
147,171,11,RouteScenario_4_11,Completed,route_11_route0_01_19_19_50_59,0,0,0,0.0,0,0,0,0,0,4,60.901017691577785,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,29.550000440329317,161.92762327194214,none
148,159,12,RouteScenario_4_12,Completed,route_12_route0_01_19_19_57_46,0,0,0,0.0,0,0,0,0,0,4,60.69758307301105,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,45.80000068247318,277.3122055530548,none
149,172,13,RouteScenario_4_13,Completed,route_13_route0_01_19_20_07_52,0,0,0,0.0,0,0,0,0,0,4,55.04141645760018,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,47.85000071302056,279.596979379654,none
150,181,14,RouteScenario_4_14,Completed,route_14_route0_01_19_20_16_37,0,0,0,0.0,0,0,0,0,0,4,60.95337258060778,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,30.550000455230474,178.1505675315857,none
151,152,15,RouteScenario_4_15,Completed,route_15_route0_01_19_20_23_52,0,0,0,0.0,0,0,0,0,0,4,55.295861513545525,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,55.90000083297491,383.6732518672943,none
152,175,16,RouteScenario_4_16,Completed,route_16_route0_01_19_20_36_45,0,0,0,0.0,0,0,0,0,0,4,60.91089740578979,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,34.35000051185489,191.2486906051636,none
153,168,17,RouteScenario_4_17,Completed,route_17_route0_01_19_20_42_40,0,0,0,0.0,0,0,0,0,0,4,55.25090884695793,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,61.00000090897083,418.67930722236633,none
154,169,18,RouteScenario_4_18,Completed,route_18_route0_01_19_20_51_54,0,0,0,0.0,0,0,0,0,0,4,61.59830038671384,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,61.80000092089176,397.9698605537415,none
155,160,19,RouteScenario_4_19,Completed,route_19_route0_01_19_21_06_07,0,0,0,0.0,0,0,0,0,0,4,55.94493792555948,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,26.200000390410423,143.00982809066772,none
156,161,2,RouteScenario_4_2,Completed,route_2_route0_01_19_21_11_55,0,0,0,0.0,0,0,0,0,0,4,61.09374739316211,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,29.85000044479966,206.34012746810916,none
157,182,20,RouteScenario_4_20,Completed,route_20_route0_01_19_21_20_16,0,0,0,0.0,0,0,0,0,0,4,61.16392023319401,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,28.45000042393804,170.18604445457458,none
158,185,21,RouteScenario_4_21,Completed,route_21_route0_01_19_21_27_02,0,0,0,0.0,0,0,0,0,0,4,55.507802941520346,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,18.0000002682209,109.36890053749084,none
159,154,22,RouteScenario_4_22,Completed,route_22_route0_01_19_21_31_14,0,0,0,0.0,0,0,0,0,0,4,60.83781726315381,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,51.05000076070428,359.23471331596375,none
160,176,23,RouteScenario_4_23,Completed,route_23_route0_01_19_21_43_59,0,0,0,0.0,0,0,0,0,0,4,55.1791221263788,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,25.50000037997961,139.75505828857422,none
161,156,24,RouteScenario_4_24,Completed,route_24_route0_01_19_21_48_52,0,0,0,0.0,0,0,0,0,0,4,55.24653262480497,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,25.900000385940075,137.1446189880371,none
162,158,25,RouteScenario_4_25,Completed,route_25_route0_01_19_21_54_29,0,0,0,0.0,0,0,0,0,0,4,60.90306747539447,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,47.250000704079866,348.37591648101807,none
163,189,26,RouteScenario_4_26,Completed,route_26_route0_01_19_22_06_38,0,0,0,0.0,0,0,0,0,0,4,55.19927747263407,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,46.500000692904,311.9026291370392,none
164,148,27,RouteScenario_4_27,Completed,route_27_route0_01_19_22_17_41,0,0,0,0.0,0,0,0,0,0,4,60.85623744415566,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,34.25000051036477,220.2087132930756,none
165,165,28,RouteScenario_4_28,Completed,route_28_route0_01_19_22_25_17,0,0,0,0.0,0,0,0,0,0,4,61.26539929186665,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,28.35000042244792,162.78061819076538,none
166,147,29,RouteScenario_4_29,Completed,route_29_route0_01_19_22_32_04,0,0,0,0.0,0,0,0,0,0,4,61.58523811688995,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,45.450000677257776,326.0098578929901,none
167,183,3,RouteScenario_4_3,Completed,route_3_route0_01_19_22_43_58,0,0,0,0.0,0,0,0,0,0,4,55.43311785764707,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,23.350000347942117,152.510910987854,none
168,167,30,RouteScenario_4_30,Completed,route_30_route0_01_19_22_58_35,0,0,0,0.0,0,0,0,0,0,4,55.9272196240984,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,30.25000045076013,187.84740662574768,none
169,179,31,RouteScenario_4_31,Completed,route_31_route0_01_19_23_05_19,0,0,0,0.0,0,0,0,0,0,4,55.61009969298386,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,15.900000236928465,97.78637170791626,none
170,188,32,RouteScenario_4_32,Completed,route_32_route0_01_19_23_09_18,0,0,0,0.0,0,0,0,0,0,4,55.27290728705631,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,27.150000404566526,152.15416288375854,none
171,162,33,RouteScenario_4_33,Completed,route_33_route0_01_19_23_15_54,0,0,0,0.0,0,0,0,0,0,4,60.92802203945554,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,45.9000006839633,257.2284231185913,none
172,170,34,RouteScenario_4_34,Completed,route_34_route0_01_19_23_25_27,0,0,0,0.0,0,0,0,0,0,4,55.2693469423156,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,18.100000269711018,120.80232572555542,none
173,155,35,RouteScenario_4_35,Completed,route_35_route0_01_19_23_30_43,0,0,0,0.0,0,0,0,0,0,4,60.92792055053716,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,29.050000432878733,157.35736894607544,none
174,153,36,RouteScenario_4_36,Completed,route_36_route0_01_19_23_36_49,0,0,0,0.0,0,0,0,0,0,4,61.00178018503786,vehicle.lincoln.mkz2017,10,100.0,100.0,1.0,120,0,30.90000046044588,182.9725770950317,none
