,Unnamed: 0,route_id,status,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,fog_falloff,wetness,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,route_length,score_composed,score_penalty,score_route,ego_vehicle,infraction
10,10,RouteScenario_10,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,471.6000070273876,4577.016855239868,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
11,11,RouteScenario_11,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.70000269263983,1745.4214162826538,141.42135353991122,100.0,1.0,100.0,vehicle.bmw.isetta,False
12,12,RouteScenario_12,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,320.8000047802925,3012.8801283836365,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
13,13,RouteScenario_13,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,365.9000054523349,3539.898137807846,141.42135488861038,100.0,1.0,100.0,vehicle.bmw.isetta,False
14,14,RouteScenario_14,Failed - Agent timed out,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,5937.837972879411,141.42135488861038,93.23533213846088,1.0,93.23533213846088,vehicle.bmw.isetta,False
15,15,RouteScenario_15,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.95000204071405,1345.1084730625153,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
16,16,RouteScenario_16,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,286.00000426173216,2615.2801542282104,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
17,17,RouteScenario_17,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,187.700002796948,1849.96025300026,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
18,18,RouteScenario_18,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,255.10000380128625,2430.102642774582,141.42135590013473,100.0,1.0,100.0,vehicle.bmw.isetta,False
19,19,RouteScenario_19,Failed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,474.35000706836576,4378.713381767273,141.4213575860087,64.8028250612893,0.7,92.57546437327042,vehicle.bmw.isetta,red_light
20,20,RouteScenario_20,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,208.7000031098724,2042.973088979721,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
21,21,RouteScenario_21,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,266.75000397488475,2496.556572675705,141.42135488861038,100.0,1.0,100.0,vehicle.bmw.isetta,False
22,22,RouteScenario_22,Completed,80.0,60.0,100.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,534.5000079646708,4940.417150735855,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
23,0,RouteScenario_0,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,270.400004029274,2396.070552825928,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
24,1,RouteScenario_1,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.05000202730298,1189.6928186416624,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
25,2,RouteScenario_2,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,135.95000202581286,1189.4295537471774,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
26,3,RouteScenario_3,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,225.25000335648656,2100.039422988892,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
27,4,RouteScenario_4,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,96.2000014334917,798.6628363132477,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
28,5,RouteScenario_5,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,7887.268650531769,141.42135623730948,50.80543923666813,1.0,50.80543923666813,vehicle.bmw.isetta,False
29,6,RouteScenario_6,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,96.00000143051147,792.180543422699,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
30,7,RouteScenario_7,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,201.8000030070544,1780.1033947467804,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
31,8,RouteScenario_8,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,202.2000030130148,1775.12140083313,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
32,9,RouteScenario_9,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,195.3000029101968,1935.4799530506127,141.42136163210623,100.0,1.0,100.0,vehicle.bmw.isetta,False
33,10,RouteScenario_10,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,487.90000727027655,4581.663074016571,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
34,11,RouteScenario_11,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,226.00000336766243,2143.6422972679143,141.42135353991122,100.0,1.0,100.0,vehicle.bmw.isetta,False
35,12,RouteScenario_12,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,332.3000049516558,3100.824690580368,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
36,13,RouteScenario_13,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,505.2000075280666,4773.192356109619,141.42135488861038,100.0,1.0,100.0,vehicle.bmw.isetta,False
37,14,RouteScenario_14,Failed - Agent timed out,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,5855.829556465149,141.42135488861038,88.7137462201914,1.0,88.7137462201914,vehicle.bmw.isetta,False
38,15,RouteScenario_15,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,137.00000204145908,1334.0562143325806,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
39,16,RouteScenario_16,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,201.6000030040741,1856.688926696777,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
40,17,RouteScenario_17,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,187.6500027962029,1835.5437772274013,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
41,18,RouteScenario_18,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.60000379383564,2394.774077177048,141.42135590013473,100.0,1.0,100.0,vehicle.bmw.isetta,False
42,19,RouteScenario_19,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,487.5000072643161,4435.931511402129,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
43,20,RouteScenario_20,Failed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,178.25000265613198,1729.1507470607758,141.4213575860087,45.04285899871724,0.6,75.07143166452873,vehicle.bmw.isetta,collisions_vehicle
44,21,RouteScenario_21,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,234.0000034868717,2176.001213312149,141.42135488861038,100.0,1.0,100.0,vehicle.bmw.isetta,False
45,22,RouteScenario_22,Completed,20.0,0.0,50.0,0.3499999940395355,0.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,435.4000064879656,3968.888111114502,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
46,0,RouteScenario_0,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,232.9500034712255,1901.976745843888,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
47,1,RouteScenario_1,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,89.90000133961439,708.6656489372252,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
48,2,RouteScenario_2,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,89.90000133961439,711.4586660861969,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
49,3,RouteScenario_3,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,232.2500034607947,1964.5292994976044,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
50,4,RouteScenario_4,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,135.5500020198524,1045.6129047870636,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
51,5,RouteScenario_5,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,7163.570344686507,141.42135623730948,62.205925697281465,1.0,62.205925697281465,vehicle.bmw.isetta,False
52,6,RouteScenario_6,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,135.5500020198524,1043.561288356781,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
53,7,RouteScenario_7,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,214.65000319853425,1728.2736303806305,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
54,8,RouteScenario_8,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,214.65000319853425,1729.3496358394625,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
55,9,RouteScenario_9,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,110.90000165253878,950.9301869869232,141.42136163210623,100.0,1.0,100.0,vehicle.bmw.isetta,False
56,10,RouteScenario_10,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,5081.0123732090005,141.42135623730948,94.38696156110142,1.0,94.38696156110142,vehicle.bmw.isetta,False
57,11,RouteScenario_11,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,185.8000027686357,1610.597887992859,141.42135353991122,100.0,1.0,100.0,vehicle.bmw.isetta,False
58,12,RouteScenario_12,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,321.8000047951937,2709.0096783638,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
59,13,RouteScenario_13,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,618.0500092096628,5167.916099071504,141.42135488861038,97.32241421561172,1.0,97.32241421561172,vehicle.bmw.isetta,False
60,14,RouteScenario_14,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,5106.163008928299,141.42135488861038,93.23533213846088,1.0,93.23533213846088,vehicle.bmw.isetta,False
61,15,RouteScenario_15,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.0500027127564,1605.1035528182986,141.42135623730948,98.81318816331644,1.0,98.81318816331644,vehicle.bmw.isetta,False
62,16,RouteScenario_16,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,291.20000433921814,2356.8721854686733,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
63,17,RouteScenario_17,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,179.35000267252323,1572.2107651233673,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
64,18,RouteScenario_18,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.6500037945807,2142.9113330841064,141.42135590013473,100.0,1.0,100.0,vehicle.bmw.isetta,False
65,19,RouteScenario_19,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,429.3000063970685,3501.1341643333435,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
66,20,RouteScenario_20,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.0000037848949,2141.185869693756,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
67,21,RouteScenario_21,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,311.9000046476722,2632.326157569885,141.42135488861038,100.0,1.0,100.0,vehicle.bmw.isetta,False
68,22,RouteScenario_22,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,474.1000070646405,3971.321989297867,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
69,0,RouteScenario_0,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.850002694875,1461.860728263855,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
70,1,RouteScenario_1,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,92.60000137984753,740.0964691638948,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
71,2,RouteScenario_2,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,92.60000137984753,740.3636472225189,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
72,3,RouteScenario_3,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,183.5500027351081,1547.4089970588684,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
73,4,RouteScenario_4,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,91.55000136420132,674.0633726119995,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
74,5,RouteScenario_5,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,7316.332373857497,141.42135623730948,63.6476260325944,1.0,63.6476260325944,vehicle.bmw.isetta,False
75,6,RouteScenario_6,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,91.55000136420132,680.9106340408325,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
76,7,RouteScenario_7,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,196.9000029340386,1570.396702528,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
77,8,RouteScenario_8,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,200.45000298693776,1591.3509848117828,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
78,9,RouteScenario_9,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,196.7000029310584,1675.0400388240814,141.42136163210623,100.0,1.0,100.0,vehicle.bmw.isetta,False
79,10,RouteScenario_10,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,545.8000081330538,4581.955138206482,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
80,11,RouteScenario_11,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,139.75000208243728,1204.1768717765808,141.42135353991122,100.0,1.0,100.0,vehicle.bmw.isetta,False
81,12,RouteScenario_12,Failed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,75.20000112056731,635.4524488449098,141.4213575860087,9.702729442734016,0.6,16.171215737890027,vehicle.bmw.isetta,collisions_vehicle
82,13,RouteScenario_13,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,618.0500092096628,5180.912086963655,141.42135488861038,98.88596828892464,1.0,98.88596828892464,vehicle.bmw.isetta,False
83,14,RouteScenario_14,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,4985.138631105423,141.42135488861038,98.85582817420172,1.0,98.85582817420172,vehicle.bmw.isetta,False
84,15,RouteScenario_15,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,137.1000020429492,1187.8013970851898,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
85,16,RouteScenario_16,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,202.30000301450488,1674.0874257087708,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
86,17,RouteScenario_17,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.75000269338489,1581.5333127975464,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
87,18,RouteScenario_18,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.70000379532573,2160.616665601731,141.42135590013473,100.0,1.0,100.0,vehicle.bmw.isetta,False
88,19,RouteScenario_19,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,429.0000063925982,3540.127391815185,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
89,20,RouteScenario_20,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,216.8000032305717,1863.4164214134216,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
90,21,RouteScenario_21,Failed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0.1000000014901161,1.272489309310913,141.42135488861038,0.0,0.6,0.0,vehicle.bmw.isetta,collisions_vehicle
91,22,RouteScenario_22,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,430.4000064134598,3684.477404356003,141.4213575860087,100.0,1.0,100.0,vehicle.bmw.isetta,False
92,0,RouteScenario_0,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,185.2500027604401,1554.453732252121,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
93,1,RouteScenario_1,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,135.9000020250678,1108.7408754825592,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
94,2,RouteScenario_2,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,135.9000020250678,1109.932674407959,141.42135657448432,100.0,1.0,100.0,vehicle.bmw.isetta,False
95,3,RouteScenario_3,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,184.2500027455389,1608.6348831653595,141.42135084251302,100.0,1.0,100.0,vehicle.bmw.isetta,False
96,4,RouteScenario_4,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.45000203326344,1149.4125881195066,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
97,5,RouteScenario_5,Failed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,89.00000132620335,823.4408071041107,141.42135623730948,12.639406140281606,0.6,21.065676900469345,vehicle.bmw.isetta,collisions_vehicle
98,6,RouteScenario_6,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.40000203251842,1216.9813137054446,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
99,7,RouteScenario_7,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,168.50000251084566,1564.6167492866516,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
100,8,RouteScenario_8,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,168.50000251084566,1510.9642198085785,141.42135623730948,100.0,1.0,100.0,vehicle.bmw.isetta,False
101,9,RouteScenario_9,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,194.8000029027462,1771.461822271347,141.42136163210623,100.0,1.0,100.0,vehicle.bmw.isetta,False
