,route_id,status,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,fog_falloff,wetness,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,route_length,score_composed,score_penalty,score_route,ego_vehicle
14,RouteScenario_14,Failed - Agent timed out,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5653.34953832626,141.42135488861,95.911758822147,1,95.911758822147,vehicle.bmw.isetta
15,RouteScenario_15,Failed - Agent timed out,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,182.050002712756,1793.2475707531,141.42135623731,97.4594127312325,1,97.4594127312325,vehicle.bmw.isetta
16,RouteScenario_16,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,246.600003674626,2246.97746014595,141.42135623731,100,1,100,vehicle.bmw.isetta
17,RouteScenario_17,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,184.800002753735,1813.63147425652,141.42135623731,100,1,100,vehicle.bmw.isetta
18,RouteScenario_18,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,254.650003794581,2394.50577902794,141.421355900135,100,1,100,vehicle.bmw.isetta
19,RouteScenario_19,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,701.700010456145,6384.19839668274,141.421357586009,100,1,100,vehicle.bmw.isetta
20,RouteScenario_20,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,208.650003109127,2017.64456009865,141.421357586009,100,1,100,vehicle.bmw.isetta
21,RouteScenario_21,Completed,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,340.200005069375,3137.66270875931,141.42135488861,100,1,100,vehicle.bmw.isetta
22,RouteScenario_22,Failed - Agent timed out,90,0,50,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,779.05001160875,7258.12750482559,141.421357586009,67.990129252514,1,67.990129252514,vehicle.bmw.isetta
0,RouteScenario_0,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,185.300002761185,1627.55305194855,141.421350842513,100,1,100,vehicle.bmw.isetta
1,RouteScenario_1,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.150002088398,1206.43012905121,141.421356574484,100,1,100,vehicle.bmw.isetta
2,RouteScenario_2,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,140.150002088398,1202.07737827301,141.421356574484,100,1,100,vehicle.bmw.isetta
3,RouteScenario_3,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,229.450003419071,2129.64933300018,141.421350842513,100,1,100,vehicle.bmw.isetta
4,RouteScenario_4,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135.350002016872,1123.68984341621,141.42135623731,100,1,100,vehicle.bmw.isetta
5,RouteScenario_5,Failed - Agent timed out,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,7933.41451048851,141.42135623731,63.4674134906803,1,63.4674134906803,vehicle.bmw.isetta
6,RouteScenario_6,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135.300002016127,1136.74135875702,141.42135623731,100,1,100,vehicle.bmw.isetta
7,RouteScenario_7,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,226.650003377348,1963.11276841164,141.42135623731,100,1,100,vehicle.bmw.isetta
8,RouteScenario_8,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,225.850003365427,1951.77262806892,141.42135623731,100,1,100,vehicle.bmw.isetta
9,RouteScenario_9,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,105.900001578033,1033.12825465202,141.421361632106,100,1,100,vehicle.bmw.isetta
10,RouteScenario_10,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,520.75000775978,4695.47391796112,141.42135623731,100,1,100,vehicle.bmw.isetta
11,RouteScenario_11,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,180.70000269264,1688.90141320229,141.421353539911,100,1,100,vehicle.bmw.isetta
12,RouteScenario_12,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,316.450004715473,2892.47521567345,141.421357586009,100,1,100,vehicle.bmw.isetta
13,RouteScenario_13,Failed - Agent timed out,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,618.050009209663,5708.98996281624,141.42135488861,95.6285639695227,1,95.6285639695227,vehicle.bmw.isetta
14,RouteScenario_14,Failed - Agent timed out,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5649.65113997459,141.42135488861,94.172081477751,1,94.172081477751,vehicle.bmw.isetta
15,RouteScenario_15,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,143.350002136081,1386.78735113144,141.42135623731,100,1,100,vehicle.bmw.isetta
16,RouteScenario_16,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,239.900003574789,2109.12562179565,141.42135623731,100,1,100,vehicle.bmw.isetta
17,RouteScenario_17,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,135.150002013892,1307.96402931213,141.42135623731,100,1,100,vehicle.bmw.isetta
18,RouteScenario_18,Failed - Agent timed out,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,343.050005111843,3171.72828030586,141.421355900135,97.8064313862599,1,97.8064313862599,vehicle.bmw.isetta
19,RouteScenario_19,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,478.15000712499,4271.13994407654,141.421357586009,100,1,100,vehicle.bmw.isetta
20,RouteScenario_20,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,299.250004459173,2832.99436903,141.421357586009,100,1,100,vehicle.bmw.isetta
21,RouteScenario_21,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,342.400005102158,3143.85043501854,141.42135488861,100,1,100,vehicle.bmw.isetta
22,RouteScenario_22,Completed,80,0,0,0.349999994039536,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,754.500011242926,6667.87646770477,141.421357586009,100,1,100,vehicle.bmw.isetta
0,RouteScenario_0,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,182.250002715737,1509.89436817169,141.421350842513,100,1,100,vehicle.bmw.isetta
1,RouteScenario_1,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7000013515353,728.405608892441,141.421356574484,100,1,100,vehicle.bmw.isetta
2,RouteScenario_2,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7000013664365,736.469467639923,141.421356574484,100,1,100,vehicle.bmw.isetta
3,RouteScenario_3,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,270.400004029274,2298.90799760819,141.421350842513,100,1,100,vehicle.bmw.isetta
4,RouteScenario_4,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7000014260411,715.206738233566,141.42135623731,100,1,100,vehicle.bmw.isetta
5,RouteScenario_5,Failed - Agent timed out,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,892.050013292581,7257.20530462265,141.42135623731,62.3861382391956,1,62.3861382391956,vehicle.bmw.isetta
6,RouteScenario_6,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,95.7000014260411,725.912662744522,141.42135623731,100,1,100,vehicle.bmw.isetta
7,RouteScenario_7,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,204.800003051758,1656.93439483643,141.42135623731,100,1,100,vehicle.bmw.isetta
8,RouteScenario_8,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,204.800003051758,1659.58742070198,141.42135623731,100,1,100,vehicle.bmw.isetta
9,RouteScenario_9,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,155.550002317876,1330.85787773132,141.421361632106,100,1,100,vehicle.bmw.isetta
10,RouteScenario_10,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,354.450005281717,3007.48210573196,141.42135623731,100,1,100,vehicle.bmw.isetta
11,RouteScenario_11,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,180.70000269264,1583.7494738102,141.421353539911,100,1,100,vehicle.bmw.isetta
12,RouteScenario_12,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,375.150005590171,3196.39133834839,141.421357586009,100,1,100,vehicle.bmw.isetta
13,RouteScenario_13,Failed - Agent timed out,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,618.050009209663,5183.10222291946,141.42135488861,98.8859682889246,1,98.8859682889246,vehicle.bmw.isetta
14,RouteScenario_14,Failed - Agent timed out,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,1,0,0,602.050008971244,5043.43481183052,141.42135488861,95.911758822147,1,95.911758822147,vehicle.bmw.isetta
15,RouteScenario_15,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,137.000002041459,1205.36208748817,141.42135623731,100,1,100,vehicle.bmw.isetta
16,RouteScenario_16,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,201.100002996624,1643.8878698349,141.42135623731,100,1,100,vehicle.bmw.isetta
17,RouteScenario_17,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,180.450002688915,1595.33260369301,141.42135623731,100,1,100,vehicle.bmw.isetta
18,RouteScenario_18,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,254.650003794581,2108.5806863308,141.421355900135,100,1,100,vehicle.bmw.isetta
19,RouteScenario_19,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,564.800008416176,4683.81390762329,141.421357586009,100,1,100,vehicle.bmw.isetta
20,RouteScenario_20,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,299.350004460663,2562.16599726677,141.421357586009,100,1,100,vehicle.bmw.isetta
21,RouteScenario_21,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,226.850003380328,1868.734613657,141.42135488861,100,1,100,vehicle.bmw.isetta
22,RouteScenario_22,Completed,80,30,50,0.400000005960465,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,571.300008513033,4707.30827522278,141.421357586009,100,1,100,vehicle.bmw.isetta
