,route_id,status,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,fog_falloff,wetness,collisions_layout,collisions_pedestrian,collisions_vehicle,outside_route_lanes,red_light,route_dev,route_timeout,stop_infraction,vehicle_blocked,duration_game,duration_system,route_length,score_composed,score_penalty,score_route
8,RouteScenario_8,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,251.90000375360248,603.4155986309053,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,110.80000165104866,270.95257472991943,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,1589.1008989810944,141.42135623730948,37.43588109210575,1.0,37.43588109210575
11,RouteScenario_11,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,234.0500034876168,622.4283275604247,141.42135353991122,43.22172766332228,1.0,43.22172766332228
12,RouteScenario_12,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,323.6500048227608,781.5565283298492,141.4213575860087,100.0,1.0,100.0
13,RouteScenario_13,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,618.0500092096628,1470.8542966842651,141.42135488861038,93.54382520510552,1.0,93.54382520510552
14,RouteScenario_14,Failed - Agent got blocked,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,200.85000299289825,537.213739156723,141.42135488861038,8.835704482937516,1.0,8.835704482937516
15,RouteScenario_15,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,182.05000271275642,474.32880306243896,141.42135623730948,77.627063725869,1.0,77.627063725869
16,RouteScenario_16,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,330.15000491961837,777.8842775821686,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,138.70000206679106,348.2832555770874,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.70000379532573,629.0487093925476,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,2002.5822372436526,141.4213575860087,46.57415486278668,1.0,46.57415486278668
20,RouteScenario_20,Failed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,173.55000258609653,437.24740958213806,141.4213575860087,44.92573425082915,0.6,74.87622375138194
21,RouteScenario_21,Completed,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,355.2000052928925,870.3948042392731,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Failed - Agent timed out,70.0,15.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,779.0500116087497,2036.923988342285,141.4213575860087,41.989260033815995,1.0,41.989260033815995
0,RouteScenario_0,Failed - Agent got blocked,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,274.95000409707427,682.4783847332002,141.42135084251302,64.13114290272637,1.0,64.13114290272637
1,RouteScenario_1,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,184.4000027477741,459.23887491226196,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,181.40000270307064,452.1972069740296,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,184.50000274926427,440.6204233169556,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,90.85000135377051,215.46372032165527,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2082.272466659546,141.42135623730948,63.91794484546558,1.0,63.91794484546558
6,RouteScenario_6,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,90.85000135377051,214.59615564346316,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,200.85000299289825,470.04939222335815,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,198.20000295341012,463.8877246379852,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,197.200002938509,473.60795378685,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,1422.8520271778107,141.42135623730948,29.973036045218386,1.0,29.973036045218386
11,RouteScenario_11,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,140.4500020928681,345.799521446228,141.42135353991122,100.0,1.0,100.0
12,RouteScenario_12,Failed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,77.05000114813447,183.9356038570404,141.4213575860087,9.633828921675322,0.6,16.05638153612554
13,RouteScenario_13,Failed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,271.05000403895974,667.6907348632812,141.42135488861038,35.57378132953654,0.6,59.28963554922756
14,RouteScenario_14,Failed - Agent timed out,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,1389.6482663154602,141.42135488861038,97.51761483235866,1.0,97.51761483235866
15,RouteScenario_15,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,137.25000204518437,342.9906849861145,141.42135623730948,100.0,1.0,100.0
16,RouteScenario_16,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,200.650002989918,481.7364556789398,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,180.75000269338486,455.76656579971313,141.42135623730948,100.0,1.0,100.0
18,RouteScenario_18,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,254.50000379234555,623.6911854743958,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,387.60000577569014,933.6246094703674,141.4213575860087,100.0,1.0,100.0
20,RouteScenario_20,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,302.4000045061112,737.480833530426,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,310.4500046260655,750.5564603805542,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Completed,80.0,0.0,50.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,385.0500057376921,930.7962954044342,141.4213575860087,100.0,1.0,100.0
0,RouteScenario_0,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,188.45000280812386,460.1112978458405,141.42135084251302,100.0,1.0,100.0
1,RouteScenario_1,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.10000202804804,329.1032705307007,141.42135657448432,100.0,1.0,100.0
2,RouteScenario_2,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.1500020287931,329.52207493782043,141.42135657448432,100.0,1.0,100.0
3,RouteScenario_3,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,224.35000334307549,540.4630753993988,141.42135084251302,100.0,1.0,100.0
4,RouteScenario_4,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.90000203996894,337.3389942646026,141.42135623730948,100.0,1.0,100.0
5,RouteScenario_5,Failed - Agent timed out,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,892.0500132925807,2130.539148569107,141.42135623730948,61.03454417483971,1.0,61.03454417483971
6,RouteScenario_6,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,136.90000203996894,338.9298939704895,141.42135623730948,100.0,1.0,100.0
7,RouteScenario_7,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,167.90000250190496,395.99225807189936,141.42135623730948,100.0,1.0,100.0
8,RouteScenario_8,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,167.90000250190496,396.10079193115234,141.42135623730948,100.0,1.0,100.0
9,RouteScenario_9,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,158.35000235959888,383.3120939731598,141.42136163210625,100.0,1.0,100.0
10,RouteScenario_10,Failed - Agent timed out,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,611.0500091053545,1526.3745102882385,141.42135623730948,37.27439711794236,1.0,37.27439711794236
11,RouteScenario_11,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,187.60000279545784,466.769458770752,141.42135353991122,100.0,1.0,100.0
12,RouteScenario_12,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,299.8500044681132,723.8912560939789,141.4213575860087,100.0,1.0,100.0
13,RouteScenario_13,Failed - Agent timed out,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,618.0500092096628,1461.3176560401917,141.42135488861038,97.84359890671602,1.0,97.84359890671602
14,RouteScenario_14,Failed - Agent timed out,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,602.0500089712441,1408.0286722183228,141.42135488861038,93.50297480682949,1.0,93.50297480682949
15,RouteScenario_15,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,139.9500020854175,356.81687235832214,141.42135623730948,100.0,1.0,100.0
16,RouteScenario_16,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,240.05000357702374,570.7753295898438,141.42135623730948,100.0,1.0,100.0
17,RouteScenario_17,Failed - Agent timed out,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,294.05000438168645,740.9119141101837,141.42135623730948,80.88247044139288,1.0,80.88247044139288
18,RouteScenario_18,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,262.9500039182604,640.5722086429596,141.42135590013473,100.0,1.0,100.0
19,RouteScenario_19,Failed - Agent got blocked,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,374.35000557824964,955.3018548488617,141.4213575860087,41.86596293911549,1.0,41.86596293911549
20,RouteScenario_20,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,260.80000388622284,650.7795667648314,141.4213575860087,100.0,1.0,100.0
21,RouteScenario_21,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,285.10000424832106,682.4190809726715,141.42135488861038,100.0,1.0,100.0
22,RouteScenario_22,Completed,90.0,60.0,100.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,566.9500084482132,1369.0466229915621,141.4213575860087,100.0,1.0,100.0
0,RouteScenario_0,Failed - Agent timed out,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,431.05000642314553,1074.1508276462557,141.42135084251302,64.57913062947902,1.0,64.57913062947902
1,RouteScenario_1,Completed,15.0,0.0,0.0,0.3499999940395355,0.0,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,225.95000336691737,542.4027616977692,141.42135657448432,100.0,1.0,100.0
